EngagementID,ContentID,CampaignID,ProductId,EngagementDate,ContentType,Views,Clicks,Likes
347,21,5,15,10/9/2022,VIDEO,2401,713,244
148,3,17,16,10/10/2022,BLOG,3003,918,97
598,41,1,1,10/10/2022,BLOG,1443,138,11
920,21,4,20,10/10/2022,VIDEO,169,40,3
1304,47,19,2,10/10/2022,SOCIAL MEDIA,6299,1763,192
1929,33,16,6,10/10/2022,VIDEO,4748,1178,235
2658,19,3,14,10/11/2022,BLOG,1087,348,69
793,9,11,15,10/11/2022,VIDEO,5250,1274,121
1012,10,1,6,10/12/2022,BLOG,1599,526,73
614,14,11,2,10/12/2022,VIDEO,3290,1006,258
2895,31,9,3,10/12/2022,VIDEO,5667,1217,130
3838,20,12,9,10/12/2022,SOCIAL MEDIA,567,50,9
4035,4,4,5,10/13/2022,SOCIAL MEDIA,6054,1521,537
4056,25,7,13,10/13/2022,SOCIAL MEDIA,739,69,6
609,26,10,12,10/13/2022,SOCIAL MEDIA,7057,591,89
311,33,11,13,10/13/2022,VIDEO,6357,968,210
189,50,4,9,10/14/2022,BLOG,2523,840,266
742,44,19,11,10/14/2022,BLOG,799,221,66
2540,33,19,20,10/14/2022,VIDEO,215,22,2
779,39,17,8,10/15/2022,BLOG,1604,552,185
4259,35,11,11,10/15/2022,SOCIAL MEDIA,378,63,5
3829,15,5,2,10/15/2022,SOCIAL MEDIA,1118,150,19
3539,48,2,17,10/16/2022,BLOG,7161,2535,493
4517,27,20,11,10/16/2022,VIDEO,6338,594,128
980,29,20,18,10/16/2022,SOCIAL MEDIA,2780,579,169
2545,27,13,18,10/16/2022,BLOG,7226,1794,313
2155,2,16,4,10/17/2022,VIDEO,127,13,1
1065,42,8,4,10/17/2022,VIDEO,2219,684,92
2599,25,8,18,10/18/2022,BLOG,5168,969,347
2660,31,9,6,10/18/2022,VIDEO,4776,832,255
4442,6,8,20,10/18/2022,SOCIAL MEDIA,3034,346,77
3096,12,3,3,10/18/2022,VIDEO,6654,2055,613
3144,14,17,6,10/19/2022,BLOG,4774,1083,302
3723,45,19,12,10/20/2022,SOCIAL MEDIA,1699,525,105
2183,29,10,14,10/20/2022,VIDEO,7176,528,161
965,15,19,18,10/20/2022,SOCIAL MEDIA,3126,839,94
1091,29,9,12,10/22/2022,BLOG,1292,198,44
269,43,3,16,10/22/2022,SOCIAL MEDIA,6484,763,232
143,34,8,1,10/22/2022,BLOG,3932,784,273
1449,37,18,7,10/23/2022,SOCIAL MEDIA,192,46,12
2549,27,1,18,10/24/2022,SOCIAL MEDIA,5278,472,72
4000,24,19,4,10/24/2022,VIDEO,5455,794,271
4240,22,10,18,10/24/2022,VIDEO,4928,698,95
4615,46,2,1,10/24/2022,SOCIAL MEDIA,705,249,80
3082,43,13,10,10/25/2022,SOCIAL MEDIA,5996,1978,169
3543,4,8,2,10/25/2022,SOCIAL MEDIA,1453,486,87
1961,44,12,20,10/25/2022,BLOG,6214,1844,193
979,19,19,15,10/25/2022,SOCIAL MEDIA,3775,575,179
108,48,15,6,10/26/2022,BLOG,2826,264,56
593,12,3,17,10/26/2022,SOCIAL MEDIA,6444,2254,441
643,28,4,7,10/26/2022,SOCIAL MEDIA,3996,969,257
3012,33,9,6,10/26/2022,BLOG,4937,1729,437
3217,1,12,14,10/26/2022,VIDEO,5887,2106,659
4367,23,10,10,10/27/2022,VIDEO,3000,801,170
449,25,10,16,10/27/2022,SOCIAL MEDIA,1147,209,61
1766,28,10,3,10/27/2022,VIDEO,3633,878,223
1724,42,14,17,10/28/2022,VIDEO,2080,467,169
258,32,7,3,10/28/2022,SOCIAL MEDIA,3715,1027,132
2972,4,16,15,10/28/2022,VIDEO,1250,450,137
3099,4,4,12,10/29/2022,SOCIAL MEDIA,6810,1931,472
4318,5,11,4,10/29/2022,BLOG,1006,247,67
4552,45,3,20,10/29/2022,SOCIAL MEDIA,576,129,25
127,41,6,6,10/29/2022,VIDEO,989,103,19
1243,10,8,10,10/29/2022,SOCIAL MEDIA,6361,951,137
2418,34,3,19,10/29/2022,VIDEO,4653,764,120
420,23,1,13,10/30/2022,BLOG,4713,1086,188
3591,43,7,3,10/30/2022,VIDEO,4139,495,154
3166,47,11,15,10/31/2022,BLOG,1380,258,19
4319,19,14,19,10/31/2022,SOCIAL MEDIA,1910,376,76
294,38,15,16,10/31/2022,BLOG,7071,1859,523
1462,19,19,3,10/31/2022,BLOG,321,97,32
848,36,19,19,11/1/2022,VIDEO,6569,1074,180
2712,15,7,14,11/1/2022,SOCIAL MEDIA,6442,1781,200
3962,37,6,7,11/2/2022,BLOG,6234,1049,370
3024,25,20,18,11/2/2022,SOCIAL MEDIA,2948,625,173
2906,45,3,4,11/3/2022,VIDEO,1422,268,47
906,15,12,19,11/3/2022,VIDEO,1438,114,32
1272,26,15,10,11/3/2022,SOCIAL MEDIA,6346,1640,329
1209,22,11,9,11/3/2022,VIDEO,2015,364,92
1041,24,15,10,11/4/2022,SOCIAL MEDIA,290,25,7
2077,46,6,17,11/4/2022,BLOG,3608,1008,236
1671,19,9,11,11/5/2022,SOCIAL MEDIA,6328,1226,317
1804,39,8,3,11/5/2022,SOCIAL MEDIA,6258,2159,252
4544,35,18,10,11/5/2022,SOCIAL MEDIA,710,81,14
4590,37,5,1,11/5/2022,BLOG,5574,1467,138
3828,33,13,3,11/6/2022,VIDEO,4766,528,188
722,34,1,11,11/6/2022,SOCIAL MEDIA,2655,279,62
137,3,9,9,11/7/2022,BLOG,782,239,46
3528,43,20,20,11/7/2022,SOCIAL MEDIA,4524,877,97
3360,12,16,1,11/8/2022,VIDEO,1452,370,51
1021,18,18,17,11/9/2022,SOCIAL MEDIA,3746,591,101
1570,37,4,6,11/10/2022,BLOG,6844,2088,620
2333,44,12,4,11/10/2022,SOCIAL MEDIA,4773,1646,243
3827,46,17,20,11/10/2022,VIDEO,3662,889,97
3038,15,9,1,11/11/2022,BLOG,2459,504,149
2811,21,3,3,11/11/2022,SOCIAL MEDIA,4459,546,193
2091,50,6,1,11/11/2022,SOCIAL MEDIA,5643,1027,79
1214,5,13,8,11/11/2022,VIDEO,4875,1239,106
1232,3,9,15,11/11/2022,SOCIAL MEDIA,3594,398,74
1351,29,7,20,11/11/2022,VIDEO,6783,506,176
273,10,9,19,11/11/2022,BLOG,506,175,60
1339,21,9,18,11/12/2022,SOCIAL MEDIA,2488,767,255
1483,28,6,7,11/12/2022,VIDEO,3039,653,179
2912,14,8,15,11/12/2022,VIDEO,3181,549,182
2607,36,16,13,11/12/2022,SOCIAL MEDIA,3548,1019,129
4476,29,20,9,11/12/2022,SOCIAL MEDIA,4466,654,86
3066,35,1,15,11/13/2022,SOCIAL MEDIA,723,69,23
3276,47,2,18,11/13/2022,VIDEO,4039,339,57
4243,9,18,2,11/13/2022,VIDEO,6557,1102,97
2415,38,12,1,11/13/2022,VIDEO,796,74,14
2531,43,7,1,11/13/2022,VIDEO,3222,1016,93
1238,6,11,19,11/13/2022,SOCIAL MEDIA,6483,668,187
711,12,14,20,11/13/2022,VIDEO,829,197,15
1819,14,4,2,11/14/2022,SOCIAL MEDIA,3562,446,139
3799,9,12,1,11/14/2022,VIDEO,2668,722,107
3262,35,5,4,11/15/2022,VIDEO,5382,1694,484
1846,7,3,16,11/15/2022,SOCIAL MEDIA,955,296,74
2354,14,8,17,11/15/2022,SOCIAL MEDIA,3896,927,312
888,35,13,8,11/16/2022,SOCIAL MEDIA,6035,2101,732
3148,33,3,18,11/16/2022,SOCIAL MEDIA,4462,410,116
3849,11,17,11,11/16/2022,BLOG,3402,910,165
4063,45,12,6,11/16/2022,VIDEO,1239,104,25
2863,44,14,19,11/17/2022,VIDEO,1274,346,106
2108,5,2,11,11/17/2022,VIDEO,6255,671,145
2327,44,14,19,11/18/2022,BLOG,2845,263,55
267,34,14,7,11/18/2022,VIDEO,4348,376,42
3764,21,1,18,11/18/2022,SOCIAL MEDIA,277,30,8
3290,49,16,20,11/18/2022,SOCIAL MEDIA,5302,974,320
3061,4,10,4,11/19/2022,VIDEO,5557,1827,145
4583,14,2,13,11/19/2022,BLOG,1810,265,24
238,42,9,15,11/19/2022,BLOG,1426,167,14
495,42,20,17,11/19/2022,SOCIAL MEDIA,2656,799,84
2916,33,14,3,11/19/2022,VIDEO,2798,220,42
2849,1,18,8,11/19/2022,BLOG,4045,920,279
645,1,6,20,11/20/2022,SOCIAL MEDIA,157,42,11
744,40,1,1,11/20/2022,SOCIAL MEDIA,6450,1074,297
1256,46,3,1,11/20/2022,BLOG,781,173,44
4433,24,19,1,11/20/2022,BLOG,989,320,100
3691,3,19,13,11/21/2022,SOCIAL MEDIA,2291,573,148
3929,24,18,7,11/21/2022,BLOG,1544,175,44
4374,47,2,15,11/21/2022,BLOG,3593,1160,299
2899,8,2,5,11/22/2022,SOCIAL MEDIA,5316,1296,167
2093,26,17,4,11/23/2022,VIDEO,295,68,17
1052,15,13,17,11/23/2022,BLOG,4707,812,234
2228,12,20,18,11/24/2022,VIDEO,725,74,15
4001,33,4,10,11/24/2022,BLOG,2726,269,84
3931,4,1,9,11/25/2022,SOCIAL MEDIA,5927,1117,79
4268,21,3,15,11/25/2022,BLOG,324,72,16
2609,42,17,7,11/25/2022,SOCIAL MEDIA,4129,440,142
2629,7,12,17,11/25/2022,BLOG,1513,300,28
1755,23,15,11,11/25/2022,BLOG,1901,209,60
3593,41,9,19,11/26/2022,VIDEO,1264,305,79
3555,49,13,19,11/27/2022,BLOG,3019,447,144
3912,25,13,15,11/27/2022,BLOG,2917,519,106
2150,37,7,1,11/27/2022,SOCIAL MEDIA,3221,1045,215
2862,1,2,5,11/27/2022,BLOG,6244,1844,519
3930,12,19,13,11/28/2022,SOCIAL MEDIA,5835,1447,286
3250,35,1,7,11/29/2022,BLOG,258,76,18
2035,21,19,10,11/29/2022,VIDEO,4173,620,48
1942,19,2,5,11/29/2022,VIDEO,6758,1704,249
423,10,16,6,11/29/2022,BLOG,3504,1178,130
2986,23,15,15,11/30/2022,VIDEO,4019,1014,285
3623,40,5,18,12/1/2022,BLOG,5885,1075,85
3869,10,1,10,12/1/2022,SOCIAL MEDIA,4724,578,110
454,9,4,8,12/1/2022,BLOG,1701,528,46
668,14,16,12,12/1/2022,BLOG,6293,1990,223
1182,32,20,15,12/1/2022,BLOG,5537,1868,266
2573,49,5,1,12/1/2022,BLOG,5130,1234,145
2557,35,3,4,12/2/2022,VIDEO,2177,361,56
2747,34,10,13,12/2/2022,BLOG,112,38,3
3140,27,4,4,12/2/2022,VIDEO,1160,249,78
4529,15,5,20,12/2/2022,VIDEO,5878,863,235
4479,4,19,10,12/3/2022,SOCIAL MEDIA,4727,359,56
3087,35,20,13,12/3/2022,SOCIAL MEDIA,3283,1086,161
2897,23,8,19,12/3/2022,VIDEO,580,46,10
792,47,3,12,12/3/2022,VIDEO,3493,1118,297
10,4,15,15,12/3/2022,BLOG,4279,297,25
3064,45,17,2,12/4/2022,SOCIAL MEDIA,1169,182,15
3376,4,4,5,12/6/2022,VIDEO,2709,859,280
4022,37,8,5,12/7/2022,SOCIAL MEDIA,3595,368,107
1212,19,10,16,12/7/2022,BLOG,84,14,4
2572,43,19,8,12/7/2022,VIDEO,4606,1538,425
3,16,7,14,12/8/2022,VIDEO,1905,204,32
3985,31,3,6,12/8/2022,SOCIAL MEDIA,545,117,22
3150,30,4,2,12/9/2022,BLOG,1160,136,33
2197,14,18,7,12/9/2022,VIDEO,972,328,62
1864,9,6,20,12/10/2022,BLOG,5207,1548,166
3530,28,15,14,12/11/2022,BLOG,1721,400,91
4159,12,16,7,12/13/2022,VIDEO,4658,938,194
4496,12,19,17,12/13/2022,SOCIAL MEDIA,3228,288,47
2187,42,8,2,12/13/2022,BLOG,954,166,25
172,26,9,1,12/13/2022,SOCIAL MEDIA,801,97,15
215,17,14,3,12/13/2022,BLOG,4381,303,21
3797,18,16,8,12/14/2022,SOCIAL MEDIA,4622,384,59
4015,30,18,11,12/15/2022,VIDEO,1605,121,10
3496,39,4,14,12/15/2022,VIDEO,4572,1088,346
4595,19,14,7,12/15/2022,VIDEO,3634,1024,223
295,27,1,17,12/15/2022,VIDEO,5666,1655,520
2193,19,5,16,12/15/2022,SOCIAL MEDIA,3057,1034,75
2342,35,10,4,12/16/2022,VIDEO,3069,615,148
665,22,13,12,12/16/2022,SOCIAL MEDIA,6304,1513,260
505,24,5,19,12/16/2022,SOCIAL MEDIA,121,37,9
1445,18,17,12,12/17/2022,BLOG,4625,412,122
1616,2,11,7,12/17/2022,SOCIAL MEDIA,4737,445,136
4475,39,15,4,12/17/2022,SOCIAL MEDIA,1330,447,70
3337,47,3,14,12/17/2022,SOCIAL MEDIA,4350,350,85
4090,35,14,16,12/17/2022,BLOG,6029,1631,205
4199,20,15,11,12/18/2022,BLOG,2011,255,61
864,15,4,3,12/18/2022,BLOG,2400,419,57
1247,41,15,5,12/19/2022,SOCIAL MEDIA,75,20,2
670,18,15,6,12/19/2022,SOCIAL MEDIA,5528,1548,504
1842,39,20,16,12/19/2022,VIDEO,3222,526,131
2754,15,5,15,12/19/2022,VIDEO,1309,101,29
3474,22,5,16,12/19/2022,BLOG,80,13,3
3649,4,13,16,12/19/2022,BLOG,536,156,18
3419,45,16,14,12/20/2022,SOCIAL MEDIA,5299,1281,338
2491,35,4,14,12/20/2022,VIDEO,1364,306,58
1311,2,3,12,12/21/2022,BLOG,96,26,1
922,7,15,9,12/21/2022,BLOG,2566,455,145
4073,18,14,6,12/21/2022,SOCIAL MEDIA,2467,236,23
607,19,12,2,12/22/2022,SOCIAL MEDIA,6591,825,238
554,30,4,6,12/22/2022,SOCIAL MEDIA,3370,1112,329
28,29,2,16,12/22/2022,SOCIAL MEDIA,165,48,7
1049,27,20,13,12/23/2022,VIDEO,2306,521,149
4212,47,6,17,12/23/2022,BLOG,6532,1120,356
3332,32,15,13,12/23/2022,SOCIAL MEDIA,1928,144,39
3681,11,18,5,12/23/2022,SOCIAL MEDIA,1678,193,22
2457,7,20,15,12/24/2022,BLOG,605,74,9
1894,34,16,13,12/24/2022,SOCIAL MEDIA,5488,1144,262
970,39,18,8,12/25/2022,SOCIAL MEDIA,791,135,43
1362,20,19,9,12/25/2022,BLOG,3658,574,77
1206,26,5,20,12/25/2022,SOCIAL MEDIA,233,59,8
3165,34,8,11,12/25/2022,SOCIAL MEDIA,5959,478,144
3960,20,20,3,12/25/2022,BLOG,2719,416,83
4380,9,16,18,12/26/2022,SOCIAL MEDIA,1150,135,32
1636,47,10,19,12/26/2022,SOCIAL MEDIA,3394,1017,175
2409,2,6,2,12/26/2022,BLOG,4867,454,131
2215,24,5,17,12/27/2022,VIDEO,3964,927,243
903,26,5,12,12/28/2022,BLOG,4229,723,201
3483,45,4,16,12/28/2022,SOCIAL MEDIA,2308,299,80
897,36,9,3,12/29/2022,SOCIAL MEDIA,5263,933,305
1255,48,19,4,12/29/2022,BLOG,5004,1271,192
654,12,12,4,12/29/2022,BLOG,3855,976,326
2570,17,19,3,12/29/2022,SOCIAL MEDIA,6526,1814,231
1918,4,2,12,12/29/2022,SOCIAL MEDIA,5318,662,136
1891,40,16,2,12/30/2022,VIDEO,4340,570,151
526,43,19,5,12/30/2022,SOCIAL MEDIA,6457,2136,440
3864,42,17,19,12/30/2022,VIDEO,1933,185,17
3336,31,17,8,12/31/2022,SOCIAL MEDIA,1608,505,144
197,20,4,11,12/31/2022,VIDEO,5012,1452,172
1909,23,12,15,12/31/2022,SOCIAL MEDIA,5160,657,171
2406,47,4,18,12/31/2022,VIDEO,582,138,36
2396,22,15,3,12/31/2022,VIDEO,4510,705,209
1765,27,4,16,1/1/2023,BLOG,1701,146,12
338,41,5,1,1/1/2023,BLOG,2000,198,23
4113,20,20,15,1/1/2023,BLOG,2243,105,16
3279,28,10,7,1/2/2023,BLOG,1034,93,14
3142,8,20,20,1/2/2023,BLOG,1554,90,12
3957,48,2,2,1/3/2023,SOCIAL MEDIA,2555,261,27
452,38,5,14,1/3/2023,VIDEO,1853,259,15
1404,28,19,20,1/3/2023,BLOG,1403,91,7
2231,21,1,10,1/3/2023,VIDEO,233,17,2
2724,2,12,10,1/3/2023,BLOG,1784,163,16
2777,23,11,10,1/4/2023,SOCIAL MEDIA,1426,150,22
1848,47,2,11,1/4/2023,VIDEO,1619,68,6
256,16,15,15,1/4/2023,BLOG,3106,290,29
80,15,19,12,1/4/2023,VIDEO,1535,243,8
4525,9,5,17,1/4/2023,BLOG,397,64,5
3233,12,14,19,1/5/2023,BLOG,59,3,0
3195,28,10,15,1/5/2023,SOCIAL MEDIA,1126,111,5
261,36,17,15,1/5/2023,VIDEO,852,79,12
1956,41,7,8,1/5/2023,BLOG,496,45,6
2843,43,17,9,1/5/2023,VIDEO,2444,145,22
2175,45,4,8,1/6/2023,BLOG,1348,169,8
341,14,10,9,1/6/2023,SOCIAL MEDIA,1679,174,7
1283,19,4,5,1/7/2023,BLOG,2098,269,33
957,26,11,1,1/7/2023,VIDEO,752,97,7
3834,25,14,11,1/7/2023,SOCIAL MEDIA,1335,123,11
4345,49,12,13,1/7/2023,SOCIAL MEDIA,406,15,1
808,37,6,2,1/8/2023,BLOG,3083,446,58
2111,2,14,19,1/8/2023,SOCIAL MEDIA,3123,454,62
2731,45,9,11,1/8/2023,VIDEO,152,15,0
1879,26,4,5,1/9/2023,VIDEO,2165,111,6
837,48,4,14,1/10/2023,SOCIAL MEDIA,978,88,5
3659,17,6,8,1/10/2023,SOCIAL MEDIA,2027,191,9
3237,10,15,15,1/11/2023,VIDEO,724,107,6
4070,15,11,10,1/11/2023,SOCIAL MEDIA,2876,344,49
1333,37,15,6,1/11/2023,VIDEO,2917,339,50
1764,37,18,18,1/11/2023,SOCIAL MEDIA,2242,328,38
2205,3,17,7,1/11/2023,BLOG,2077,117,13
2413,6,19,3,1/11/2023,VIDEO,3001,394,51
57,8,7,20,1/12/2023,VIDEO,944,91,3
4306,13,16,11,1/12/2023,SOCIAL MEDIA,1155,169,16
4484,18,4,12,1/13/2023,BLOG,2161,155,8
4538,39,5,4,1/14/2023,BLOG,342,45,5
3757,9,7,9,1/14/2023,VIDEO,1643,147,20
157,36,10,3,1/14/2023,SOCIAL MEDIA,743,47,7
1670,45,18,7,1/14/2023,BLOG,754,90,12
2994,19,1,9,1/15/2023,BLOG,1065,41,4
3999,31,9,7,1/16/2023,SOCIAL MEDIA,1807,66,3
1807,35,1,3,1/16/2023,SOCIAL MEDIA,255,39,4
2189,32,2,20,1/17/2023,BLOG,3154,113,13
854,15,3,5,1/17/2023,BLOG,2712,193,6
1393,28,20,13,1/18/2023,SOCIAL MEDIA,3004,146,10
353,28,11,9,1/18/2023,BLOG,847,126,12
1982,15,20,4,1/18/2023,VIDEO,1988,291,30
2625,46,12,11,1/18/2023,VIDEO,2797,154,19
3059,2,15,20,1/19/2023,SOCIAL MEDIA,2877,251,8
4564,9,3,3,1/19/2023,BLOG,1720,110,7
3047,20,12,16,1/20/2023,VIDEO,2433,119,11
380,41,20,16,1/20/2023,SOCIAL MEDIA,273,33,3
613,17,7,11,1/20/2023,BLOG,2874,113,7
750,33,17,9,1/20/2023,BLOG,2129,223,19
1079,44,2,15,1/20/2023,VIDEO,457,35,3
4,43,19,20,1/21/2023,VIDEO,2766,257,17
1627,40,12,13,1/21/2023,SOCIAL MEDIA,2347,78,9
3798,2,7,7,1/21/2023,VIDEO,2892,325,13
3806,1,19,8,1/22/2023,VIDEO,2940,443,15
2062,17,11,18,1/22/2023,BLOG,1874,233,19
2710,8,15,16,1/22/2023,VIDEO,1436,206,26
444,47,8,20,1/22/2023,BLOG,487,57,2
823,8,2,14,1/22/2023,SOCIAL MEDIA,1326,68,7
1426,32,1,17,1/22/2023,BLOG,2280,232,16
682,4,3,14,1/23/2023,VIDEO,1294,58,8
3557,4,15,10,1/23/2023,BLOG,1600,156,23
3357,33,20,7,1/24/2023,BLOG,627,95,10
4346,3,19,8,1/24/2023,VIDEO,2041,66,10
2798,18,2,18,1/24/2023,BLOG,875,95,13
2068,23,16,20,1/25/2023,BLOG,2520,234,7
183,50,4,16,1/25/2023,BLOG,1395,87,5
4260,22,10,18,1/25/2023,VIDEO,871,72,9
48,19,17,8,1/26/2023,VIDEO,1648,163,15
673,35,18,2,1/26/2023,VIDEO,1301,125,6
510,40,1,13,1/26/2023,BLOG,2088,132,11
1925,47,13,15,1/26/2023,BLOG,1324,169,7
1566,49,19,17,1/26/2023,VIDEO,550,63,3
1488,13,4,7,1/26/2023,BLOG,2854,316,25
1737,20,6,10,1/27/2023,BLOG,1043,146,5
2362,14,12,10,1/27/2023,SOCIAL MEDIA,1886,80,11
107,20,6,12,1/27/2023,BLOG,150,4,0
325,35,10,9,1/27/2023,BLOG,1092,56,7
1425,21,10,2,1/27/2023,VIDEO,2016,117,5
1420,24,9,13,1/27/2023,BLOG,1660,247,10
3656,29,20,4,1/27/2023,BLOG,1073,52,3
4487,15,2,20,1/27/2023,VIDEO,1515,162,8
4139,24,8,11,1/28/2023,BLOG,2010,207,29
1347,19,11,4,1/28/2023,VIDEO,1037,133,5
1233,42,6,7,1/28/2023,SOCIAL MEDIA,2810,167,11
499,10,12,11,1/28/2023,VIDEO,2575,97,9
2692,2,18,15,1/28/2023,SOCIAL MEDIA,621,74,8
2638,5,1,14,1/28/2023,BLOG,1871,169,22
2779,16,6,8,1/29/2023,VIDEO,250,30,3
2130,34,15,12,1/29/2023,BLOG,1706,69,5
4368,43,10,17,1/30/2023,VIDEO,1024,97,5
3086,27,7,18,1/30/2023,VIDEO,1180,57,7
4046,39,12,14,1/31/2023,BLOG,2232,215,11
3865,18,10,6,2/1/2023,VIDEO,2349,345,16
3753,42,14,16,2/1/2023,BLOG,826,104,8
4352,35,5,2,2/1/2023,BLOG,2027,94,11
4264,23,19,5,2/1/2023,BLOG,2568,96,7
2014,38,6,1,2/1/2023,VIDEO,2419,108,12
2101,22,5,16,2/2/2023,VIDEO,2935,331,34
2641,6,6,9,2/2/2023,VIDEO,2607,161,8
181,16,14,13,2/2/2023,VIDEO,2963,199,12
1269,4,7,6,2/2/2023,SOCIAL MEDIA,2121,223,19
3458,4,9,2,2/2/2023,SOCIAL MEDIA,1605,187,21
3935,4,18,12,2/3/2023,SOCIAL MEDIA,1346,97,4
4536,50,17,10,2/3/2023,VIDEO,2021,70,9
1452,13,6,7,2/3/2023,BLOG,215,16,1
2110,25,8,5,2/3/2023,BLOG,2071,269,20
1826,21,13,20,2/3/2023,VIDEO,724,54,1
2064,32,13,10,2/4/2023,BLOG,2285,287,21
285,12,10,15,2/4/2023,BLOG,2374,300,25
13,14,12,18,2/4/2023,VIDEO,1796,136,12
2158,12,17,20,2/5/2023,SOCIAL MEDIA,1222,156,9
4413,30,3,8,2/6/2023,SOCIAL MEDIA,2080,223,16
3044,8,17,18,2/6/2023,SOCIAL MEDIA,2648,284,16
3402,42,6,12,2/7/2023,SOCIAL MEDIA,2028,170,24
3565,3,7,7,2/7/2023,VIDEO,452,35,3
144,27,10,12,2/7/2023,SOCIAL MEDIA,689,44,3
470,14,4,1,2/7/2023,BLOG,983,64,6
549,41,15,13,2/7/2023,BLOG,1835,158,18
1170,24,6,20,2/7/2023,BLOG,808,73,2
869,40,11,15,2/7/2023,SOCIAL MEDIA,140,19,2
874,3,18,19,2/7/2023,BLOG,863,68,8
1024,38,14,4,2/7/2023,VIDEO,2096,175,25
1510,7,19,8,2/8/2023,VIDEO,2438,84,2
1600,38,11,4,2/8/2023,VIDEO,2102,166,8
3489,14,2,15,2/9/2023,VIDEO,1268,174,24
3727,42,7,16,2/9/2023,SOCIAL MEDIA,2166,167,13
3821,45,7,19,2/10/2023,BLOG,2603,99,11
501,7,3,2,2/10/2023,BLOG,2595,108,4
733,5,16,3,2/11/2023,BLOG,192,16,0
4100,44,13,13,2/12/2023,VIDEO,495,39,2
4041,3,13,2,2/12/2023,BLOG,2219,273,38
3682,3,5,17,2/12/2023,BLOG,1964,239,17
3154,26,1,9,2/12/2023,VIDEO,1556,134,17
3425,49,16,4,2/13/2023,SOCIAL MEDIA,2612,224,26
4430,7,7,1,2/13/2023,SOCIAL MEDIA,740,53,1
4587,41,9,10,2/13/2023,SOCIAL MEDIA,2533,80,10
1207,16,2,19,2/13/2023,SOCIAL MEDIA,2388,217,6
1732,48,3,6,2/13/2023,SOCIAL MEDIA,2811,228,19
1936,32,5,7,2/14/2023,BLOG,2073,126,10
2010,39,4,4,2/14/2023,SOCIAL MEDIA,1981,66,5
997,17,11,2,2/14/2023,SOCIAL MEDIA,2050,207,22
667,44,10,20,2/14/2023,BLOG,1090,35,1
3920,20,12,18,2/14/2023,BLOG,2227,128,8
3801,7,2,16,2/15/2023,VIDEO,322,16,2
3163,3,10,5,2/15/2023,BLOG,1474,65,6
566,10,4,12,2/15/2023,SOCIAL MEDIA,753,107,11
1769,4,17,18,2/15/2023,VIDEO,1799,94,3
2049,8,13,11,2/16/2023,VIDEO,889,59,7
752,38,17,3,2/16/2023,BLOG,253,25,1
1306,18,20,5,2/16/2023,SOCIAL MEDIA,1500,109,6
3185,5,15,11,2/16/2023,VIDEO,449,43,5
4302,4,2,6,2/17/2023,BLOG,2438,188,10
1604,31,7,5,2/17/2023,VIDEO,2573,358,24
3283,10,13,15,2/18/2023,BLOG,578,69,3
3218,46,3,19,2/19/2023,BLOG,403,52,4
3040,9,17,5,2/19/2023,VIDEO,2718,100,12
827,42,19,13,2/19/2023,SOCIAL MEDIA,84,8,0
83,48,9,2,2/20/2023,VIDEO,1933,158,14
1611,17,17,1,2/20/2023,SOCIAL MEDIA,1007,115,14
2614,15,14,20,2/20/2023,BLOG,1879,72,3
2094,19,20,13,2/21/2023,VIDEO,582,73,10
3858,39,13,10,2/21/2023,VIDEO,1679,162,8
1149,22,17,5,2/22/2023,VIDEO,2315,194,9
2204,4,12,7,2/23/2023,VIDEO,696,28,3
1587,44,18,2,2/23/2023,BLOG,1938,183,16
2496,14,19,3,2/23/2023,BLOG,1791,130,17
1634,16,11,6,2/24/2023,SOCIAL MEDIA,1880,261,21
1259,16,15,8,2/24/2023,BLOG,1129,59,3
867,25,14,8,2/24/2023,VIDEO,1504,130,10
4435,22,12,8,2/24/2023,BLOG,1946,99,8
2965,37,10,6,2/25/2023,BLOG,2735,261,27
3348,13,20,9,2/26/2023,VIDEO,2571,316,39
3684,33,12,11,2/26/2023,BLOG,1673,157,10
4116,31,8,18,2/27/2023,SOCIAL MEDIA,2303,68,2
860,28,3,6,2/27/2023,VIDEO,719,72,9
1660,43,15,8,2/27/2023,VIDEO,1621,137,17
2023,21,12,19,2/27/2023,VIDEO,1638,61,5
2310,24,12,9,2/27/2023,VIDEO,1934,167,13
751,2,16,1,2/28/2023,SOCIAL MEDIA,2069,102,6
381,49,20,3,2/28/2023,VIDEO,2509,181,10
587,46,18,16,3/1/2023,BLOG,1729,233,25
1717,1,13,19,3/1/2023,SOCIAL MEDIA,1924,136,7
1711,31,7,10,3/1/2023,VIDEO,603,81,8
2749,20,15,18,3/2/2023,SOCIAL MEDIA,967,128,10
3288,7,11,9,3/2/2023,SOCIAL MEDIA,1622,189,19
4215,22,3,9,3/3/2023,BLOG,1159,155,10
1635,12,6,19,3/3/2023,VIDEO,1149,74,6
2127,49,5,9,3/3/2023,SOCIAL MEDIA,2728,196,21
999,41,10,5,3/3/2023,BLOG,1618,146,12
1237,32,2,7,3/4/2023,BLOG,306,28,3
1161,44,6,2,3/4/2023,SOCIAL MEDIA,564,55,4
2154,26,17,3,3/4/2023,BLOG,614,31,2
3560,23,12,15,3/4/2023,BLOG,1390,143,17
1628,3,7,17,3/5/2023,BLOG,2702,95,6
473,46,3,14,3/5/2023,SOCIAL MEDIA,2267,253,27
392,12,16,6,3/6/2023,SOCIAL MEDIA,972,132,10
